	LDC Tag - WD Q-name	LDC code - PB	A0	A1	A2	A3	A4	
LDC	contact.negotiate.unspecified	LDC_evt_039	Participant = per, org, gpe, sid	Participant = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	negotiation_Q202875	negotiate.01	A0-pag_agent_negotiator = +person_Q215627 | +group_of_humans_Q16334295	A1-com_co-agent_explicit_other_party = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-ppt_theme_agreement		
Comments								
								
LDC	contact.prevarication.broadcast	LDC_evt_043	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	deception_Q170028	deceive.01	A0-pag_agent_liar = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_lied_to = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_lied_about = None		
Comments								
								
LDC	contact.prevarication.correspondence	LDC_evt_044	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	deception_Q170028	deceive.01	A0-pag_agent_liar = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_lied_to = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_lied_about = None		
Comments								
								
LDC	contact.prevarication.meet	LDC_evt_045	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	deception_Q170028	deceive.01	A0-pag_agent_liar = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_lied_to = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_lied_about = None		
Comments								
								
LDC	contact.prevarication.unspecified	LDC_evt_042	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	deception_Q170028	deceive.01	A0-pag_agent_liar = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_lied_to = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_lied_about = None		
Comments								
								
LDC	contact.publicstatementinperson.broadcast	LDC_evt_047	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac			
xpo	public_statement_Q52947181	announce.01	A0-pag_agent_announcer = +person_Q215627 | +group_of_humans_Q16334295	A2-gol_recipient_hearer = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	contact.publicstatementinperson.unspecified	LDC_evt_046	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac			
xpo	public_statement_Q52947181	announce.01	A0-pag_agent_announcer = +person_Q215627 | +group_of_humans_Q16334295	A2-gol_recipient_hearer = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	contact.requestcommand.broadcast	LDC_KAIROS_evt_024	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	request_Q22445448 | command_Q1665268	request.01, command.02	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	Ax-gol_recipient_xx = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	Ax-ppt_topic_xx = None		
Comments								
								
LDC	contact.requestcommand.correspondence	LDC_KAIROS_evt_025	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	request_Q22445448 | command_Q1665268	request.01, command.02	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	Ax-gol_recipient_xx = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	Ax-ppt_topic_xx = None		
Comments								
								
LDC	contact.requestcommand.meet	LDC_KAIROS_evt_026	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	request_Q22445448 | command_Q1665268	request.01, command.02	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	Ax-gol_recipient_xx = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	Ax-ppt_topic_xx = None		
Comments								
								
LDC	contact.requestcommand.unspecified - command	LDC_KAIROS_evt_027	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	command_Q1665268	command.02	A0-pag_agent_commander = +person_Q215627 | +group_of_humans_Q16334295	A1-gol_recipient_impelled_agent = +person_Q215627 | +group_of_humans_Q16334295 | +organism_Q7239	AM-LOC	A2-ppt_topic_impelled_action = None		
Comments								
								
LDC	contact.requestcommand.unspecified - request	LDC_KAIROS_evt_027	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	request_Q22445448	request.01	A0-pag_agent_asker = +person_Q215627 | +group_of_humans_Q16334295	A2-gol_recipient_hearer = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A1-ppt_topic_favor = None		
Comments								
								
LDC	contact.requestcommand.unspecified	LDC_KAIROS_evt_027	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	request_Q22445448 | command_Q1665268	request.01, command.02	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	Ax-gol_recipient_xx = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	Ax-ppt_topic_xx = None		
Comments								
								
LDC	contact.threatencoerce.broadcast	LDC_evt_053	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	threat_Q707125 | coercion_Q325980	bully.01, coerce.01	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	A1-x_patient_xx =  = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_result_xx = None		
Comments								
								
LDC	contact.threatencoerce.correspondence	LDC_evt_054	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	threat_Q707125 | coercion_Q325980	bully.01, coerce.01	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	A1-x_patient_xx =  = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_result_xx = None		
Comments								
								
LDC	contact.threatencoerce.meet	LDC_evt_055	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	threat_Q707125 | coercion_Q325980	bully.01, coerce.01	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	A1-x_patient_xx =  = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_result_xx = None		
Comments								
								
LDC	contact.threatencoerce.unspecified - threat	LDC_evt_052	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	threat_Q707125	bully.01	A0-pag_agent_bully = +person_Q215627 | +group_of_humans_Q16334295	A1-gol_patient_victim =  = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_result_impelled_action = None		
Comments	threat and coerce are different							
								
LDC	contact.threatencoerce.unspecified - coerce	LDC_evt_052	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	coercion_Q325980	coerce.01	A0-pag_agent_persuasive_entity = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_impelled_person = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_result_action_or_Result = None		
Comments								
								
LDC	contact.threatencoerce.unspecified	LDC_evt_052	Communicator = per, org, gpe, sid	Recipient = per, org, gpe, sid	Place = loc, gpe, fac	Topic = event, per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, law, res, val, mhi, inf		
xpo	threat_Q707125 | coercion_Q325980	bully.01, coerce.01	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	A1-x_patient_xx =  = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC	A2-prd_result_xx = None		
Comments	threat and coerce are different							
								
LDC	control.impedeinterferewith.unspecified	LDC_KAIROS_evt_032	Impeder = per, org, gpe, sid	ImpededEvent = event	Place = loc, gpe, fac			
xpo	prevention_Q1717246 | difficulty_Q16515105	prevent.01, impede.01	A0-pag_agent_blocker = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_Theme = None	AM-LOC			
Comments	What about COVID prevented or impeded travel? Add event to SelRes							
								
LDC	control.impedeinterferewith.prevent	NEW	Preventer = per, org, gpe, sid, event	Prevented Thing = event, mhi	Place = loc, gpe, fac			
xpo	prevention_Q1717246	prevent.01	A0-pag_agent_Agent = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_Theme = None	AM-LOC			
Comments								
								
LDC	disaster.crash.unspecified	LDC_KAIROS_evt_033	DriverPassenger = per	Vehicle = veh	CrashObject = aml, com, fac, loc, per, veh, wea	Place = loc, gpe, fac		
xpo	transport_accident_Q11822042	crash.01	A0-pag__agent_causer_of_damage = +organism_Q7239 | +weather_Q11663 | +machine_Q11019 | +person_Q215627	A1-ppt_patient_entity_crashed = +concrete_object_Q4406616	A1-ppt_patient_entity_crashed = +concrete_object_Q4406616	AM-LOC		
Comments	Why just traffic collision? (collision was too broad -- checked the subsumed set. Transport accident is actually more accurate than both, given the subsumed set)							
								
LDC	disaster.diseaseoutbreak.unspecified	LDC_KAIROS_evt_034	Disease = mhi	Victim = per, org, sid	Place = loc, gpe, fac, veh			
xpo	disease_outbreak_Q3241045	outbreak.01, burst.01	A1-ppt_theme_disease = +disease_Q12136	A2-GOL_location_victims = +organism_Q7239 | +person_Q215627	AM-LOC			
Comments								
								
LDC	disaster.fireexplosion.unspecified - fire	LDC_evt_059	FireExplosionObject = bal, veh, wea, fac, loc, com	Instrument = com, veh, wea, fac	Place = loc, gpe, fac, veh			
xpo	conflagration_Q168983	fire.05, burn.01	A1-ppt_patient_thing_burning  = +concrete_object_Q4406616	AM-MNR	AM-LOC			
Comments	this could be natural. Definitely there is no intention in it, per definition. So it can't have an agent, so not fire.04							
								
LDC	disaster.fireexplosion.unspecified - explosion	LDC_evt_059	FireExplosionObject = bal, veh, wea, fac, loc, com	Instrument = com, veh, wea, fac	Place = loc, gpe, fac, veh			
xpo	explosion_Q179057	explode.01	A1-ppt_theme_thing_exploding = +concrete_object_Q4406616	AM-MNR	AM-LOC			
Comments								
	ADD UNION							
LDC	disaster.fireexplosion.unspecified	LDC_evt_059	FireExplosionObject = bal, veh, wea, fac, loc, com	Instrument = com, veh, wea, fac	Place = loc, gpe, fac, veh			
xpo	conflagration_Q168983 | explosion_Q179057	explode.01, burn.01, fire.05	A1-ppt_X_xx = +concrete_object_Q4406616	AM-MNR	AM-LOC			
Comments								
	ADD UNION							
LDC	genericcrime.genericcrime.genericcrime	LDC_KAIROS_evt_036	Perpetrator = per, org, gpe, sid	Victim = per, org, gpe, sid, aml	Place = loc, gpe, fac, veh			
xpo	crime_Q83267	perpetrate.01	A0-pag_X_perp = +person_Q215627 | +group_of_humans_Q16334295	A2-gol_X_victim = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	government.agreements.acceptagreementcontractceasefire - acceptance	LDC_evt_061	Participant = gpe, sid	Participant = gpe, sid	Place = loc, gpe, fac			
xpo	signature_Q50384157	sign.02, agree.01	A0-pag_agent_signer = +person_Q215627 | +group_of_humans_Q16334295	A2-com_co-agent_co-signer = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	government.agreements.acceptagreementcontractceasefire - ceasefire	LDC_evt_061	Participant = gpe, sid	Participant = gpe, sid	Place = loc, gpe, fac			
xpo	ceasefire_Q208383	ceasefire.01, sign.02, agree.01	A0-pag_agent_implementer_of_cease-fire = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_co-agent_cease-fire_with_or_between_who? = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
	ADD UNION							
LDC	government.agreements.unspecified	LDC_evt_060	Participant = gpe, sid	Participant = gpe, sid	Place = loc, gpe, fac			
xpo	agreement_Q321839	agree.01	A0-pag_agent_agreer = +person_Q215627 | +group_of_humans_Q16334295	A2-com_co-agent_other_entity_agreeing = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	government.agreements.rejectnullifyagreementcontractceasefire	LDC_evt_062	RejecterNullifier = gpe, sid	OtherParticipant = gpe, sid	Place = loc, gpe, fac			
xpo	rejection_Q98398200	refuse.01	A0-pag_Agent_entity_refusing  = +person_Q215627 | +group_of_humans_Q16334295	A2-gol_Theme_anti-benefactive = None	AM-LOC			
Comments	reject.01 does not have anti-benefactive, and that's what LDC arg represents.							
								
LDC	government.agreements.violateagreement	LDC_evt_063	Violator = gpe, sid	OtherParticipant = gpe, sid	Place = loc, gpe, fac			
xpo	transgression_Q3537603	transgress.01	A0-pag_X_Transgressor = +person_Q215627 | +group_of_humans_Q16334295	AM-COM	AM-LOC			
Comments		A1-ppt_Thing_transgressed is invalid as a mapping for LDC args						
								
LDC	government.convene.convene	LDC_evt_145	Convener = per, org, gpe, sid	ConvenedThing = org	Place = loc, gpe, fac			
xpo	session_Q23700466	convene.01	A0-pag_Agent_agent = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_Theme_the_meeting_itself	AM-LOC			
Comments								
								
LDC	government.formation.mergegpe	LDC_evt_065	Participant = gpe	Participant = gpe	Place = loc, gpe, fac			
xpo	merger_Q452440	merge.01	A1-ppt_ingredient_one = +concrete_object_Q4406616 | +group_of_humans_Q16334295	A2-ppt_ingredient_two = +concrete_object_Q4406616 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	government.formation.unspecified	LDC_evt_064	GPE = gpe	Founder = per, org, gpe, sid	Place = loc, gpe, fac			
xpo	founding_Q3075355	found.01	A1-ppt_theme_thing_set = +group_of_humans_Q16334295	A0-pag_agent_agent = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	government.formation.startgpe	LDC_evt_066	GPE = gpe	Founder = per, org, gpe, sid	Place = loc, gpe, fac			
xpo	founding_Q3075355	form.01	A1-ppt_patient_thing_created = +artificial_physical_object_Q8205328 | +group_of_humans_Q16334295	A0-pag_agent_creator = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments	government_formation_Q2137778 is arguably not startgpe. This should be the same as founding_Q3075355, with an arg constraint on the thing founded							
								
LDC	government.legislate.legislate	LDC_evt_068	GovernmentBody = org	Law = law	Place = loc, gpe, fac			
xpo	legislative_process_Q3406566	enact.01	A0-pag_agent_legislative_body = +group_of_humans_Q16334295	A1-ppt_thing_enacted = None	AM-LOC			
Comments	lawmaking.01 has no law arg							
								
LDC	government.spy.spy	LDC_evt_070	Spy = per, org, gpe, sid	ObservedEntity = per, org, gpe, sid	Beneficiary = per, org, gpe, sid	Place = loc, gpe, fac		
xpo	espionage_Q165950	spy.01	A0-pag_agent_secret_agent = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_stimulus_entity_spied/seen = None	AM-GOL	AM-LOC		
Comments								
								
LDC	government.vote.castvote	LDC_evt_072	Voter = per	Candidate = law, per, sid	Ballot = bal	Result = res	Place = loc, gpe, fac	
xpo	voting_Q189760	vote.01	A0-pag_agent_voter = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_candidate_or_ballot_issue = None	A1-ppt_theme_candidate_or_ballot_issue = None	A2-prd_Result_numerical_count_of_vote = None	AM-LOC	
Comments								
								
LDC	government.vote.unspecified	LDC_evt_071	Voter = per, sid	Candidate = law, per, sid	Ballot = bal	Result = res	Place = loc, gpe, fac	
xpo	voting_Q189760	vote.01	A0-pag_agent_voter = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_candidate_or_ballot_issue = None	A1-ppt_theme_candidate_or_ballot_issue = None	A2-prd_Result_numerical_count_of_vote = None	AM-LOC	
Comments								
								
LDC	government.vote.violationspreventvote - voter suppression	LDC_evt_073	Preventer = per, org, gpe, sid	Voter = per	Candidate = law, per, sid	Ballot = bal	Place = loc, gpe, fac	
xpo	voter_suppression_Q7942161	prevent.01	A0-pag_agent_Agent = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_Theme = None	AM-GOL		AM-LOC	
Comments								
								
LDC	justice.acquit.unspecified	LDC_KAIROS_evt_037	JudgeCourt = per, org, gpe, sid	Defendant = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac		
xpo	acquittal_Q1454723	acquit.01	A0-cau_remover_of_guilt = +person_Q215627 | +group_of_humans_Q16334295	A1-dir_source_unguilty_person = +person_Q215627 | +physical_object_Q223557	A2-ppt_theme_explicit_mention_of_guilt = None	AM-LOC		
Comments								
								
LDC	justice.arrestjaildetain.unspecified	LDC_evt_079	Jailer = per, org, gpe, sid	Detainee = per	Crime = event	Place = loc, gpe, fac		
xpo	imprisonment_Q841236 | arrest_Q1403016	arrest.01, detain.01	A0-pag_agent_police = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_entity_detained = +person_Q215627 | +group_of_humans_Q16334295	A2-cau_theme_detained_for_what	AM-LOC		
Comments								
								
LDC	justice.judicialconsequences.convict	LDC_evt_086	JudgeCourt = per, org, gpe, sid	Defendant = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac		
xpo	conviction_Q2916183	convict.01	A0-pag_X_judge = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X_person_convicted = +person_Q215627 | +group_of_humans_Q16334295	A2-cau_X_convicted_of = None	AM-LOC		
Comments								
								
LDC	justice.initiatejudicialprocess.chargeindict	LDC_evt_081	Prosecutor = per, org, gpe, sid	Defendant = per, org, gpe, sid	JudgeCourt = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac	
xpo	accusation_Q19357312	accuse.01	A0-pag_agent_accuser = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_accused = +person_Q215627 | +group_of_humans_Q16334295		A2-prd_crime = None	AM-LOC	
Comments								
								
LDC	justice.initiatejudicialprocess.unspecified	LDC_evt_080	Prosecutor = per, org, gpe, sid	Defendant = per, org, gpe, sid	JudgeCourt = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac	
xpo	accusation_Q19357312 | trial_Q8016240 | legal_hearing_Q545861	prosecute.01, accuse.01	A0-pag_Agent_xx = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_Patient_xx = +person_Q215627 | +group_of_humans_Q16334295		A2-prd_X_xx = None	AM-LOC	
Comments								
								
LDC	justice.investigate.investigatecrime	LDC_evt_084	Investigator = per, org, gpe, sid	Defendant = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac		
xpo	criminal_investigation_Q1964968	investigate.01	A0-pag_agent_examiner = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_location_examined =  +person_Q215627 | +group_of_humans_Q16334295	A2-ppt_theme_examined_for = None	AM-LOC		
Comments								
								
LDC	justice.investigate.unspecified	LDC_evt_083	Investigator = per, org, gpe, sid	Defendant = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac		
xpo	inquiry_Q21004260	investigate.01	A0-pag_agent_examiner = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_location_examined =  +person_Q215627 | +group_of_humans_Q16334295	A2-ppt_theme_examined_for = None	AM-LOC		
Comments								
								
LDC	justice.judicialconsequences.execute	LDC_evt_087	Executioner = per, org, gpe, sid	Defendant = per	Crime = event	Place = loc, gpe, fac		
xpo	execution_Q3966286	execute.01	A0-pag_agent_killer = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_corpse = +person_Q215627	AM-CAU	AM-LOC		
Comments								
								
LDC	justice.judicialconsequences.extradite	LDC_evt_088	Extraditer = per, org, gpe, sid	Defendant = per	Crime = event	Origin	Destination	
xpo	extradition_Q210603	extradite.01	A0-pag_agent_expeller = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_entity_expelled = +person_Q215627	AM-CAU	A2-dir_source_expelled_from = +geographic_entity_Q27096213	A3-gol_destination_expelled_to = +geographic_entity_Q27096213	
Comments								
								
LDC	justice.judicialconsequences.unspecified	LDC_evt_085	JudgeCourt = per, org, gpe, sid	Defendant = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac		
xpo	court_decision _Q327000	extradite.01, execute.01	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X_xx = +person_Q215627	A3-CAU_X_crime	AM-LOC		
Comments								
								
LDC	justice.releaseparole.unspecified	LDC_KAIROS_evt_042	JudgeCourt = per, org, gpe, sid	Defendant = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac		
xpo	release_from_prison_Q3237993	release.01	A0-cau_X_releaser = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_thing_released =  +person_Q215627 | +group_of_humans_Q16334295	Ax-CAU	AM-LOC		
Comments								
								
LDC	justice.sentence.unspecified	LDC_KAIROS_evt_043	JudgeCourt = per, org, gpe, sid	Defendant = per, org, gpe, sid	Crime = event	Sentence = sen	Place = loc, gpe, fac	
xpo	sentence_Q1763090	sentence.01	A0-pag_judge/jury = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_criminal = +person_Q215627 | +group_of_humans_Q16334295	A3-cau_crime = None	A2-ppt_punishment = None	AM-LOC	
Comments								
								
LDC	justice.initiatejudicialprocess.trialhearing - hearing	LDC_evt_082	Prosecutor = per, org, gpe, sid	Defendant = per, org, gpe, sid	JudgeCourt = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac	
xpo	legal_hearing_Q545861	hearing.02	A0-pag_X_judge = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X_person_on_trial = +person_Q215627 | +group_of_humans_Q16334295	A0-pag_X_judge  = +person_Q215627 | +group_of_humans_Q16334295	A2-cau_X_type_or_point_of_meeting/trial	AM-LOC	
Comments								
								
LDC	justice.initiatejudicialprocess.trialhearing - trial	LDC_evt_082	Prosecutor = per, org, gpe, sid	Defendant = per, org, gpe, sid	JudgeCourt = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac	
xpo	trial_Q8016240	try.02	A0-pag_X_litigant = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X_entity_tried = +person_Q215627 | +group_of_humans_Q16334295	A2-gol_X_adjudicator = +person_Q215627 | +group_of_humans_Q16334295	A3-cau_X_tried_for = None	AM-LOC	
Comments								
								
LDC	justice.initiatejudicialprocess.trialhearing	LDC_evt_082	Prosecutor = per, org, gpe, sid	Defendant = per, org, gpe, sid	JudgeCourt = per, org, gpe, sid	Crime = event	Place = loc, gpe, fac	
xpo	trial_Q8016240 | legal_hearing_Q545861	try.02, hearing.02	A0-pag_X_xx = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X_xx = +person_Q215627 | +group_of_humans_Q16334295		Ax-cau_X_xx = None	AM-LOC	
Comments								
								
LDC	life.mutate.unspecified	NEW	Thing Mutating = bod, pth	End State = bod, pth	Place = loc, gpe, fac			
xpo	mutation_Q42918	mutate.01	A1-ppt_patient_entity_undergoing_mutation = +physical_object_Q223557 | +organism_Q7239	A2-prd_result_end_state = None	AM-LOC			
Comments								
								
LDC	life.consume.unspecified	LDC_KAIROS_evt_045	ConsumingEntity = per, aml	ConsumedThing = com	Place = loc, gpe, fac			
xpo	ingestion_Q1663054	ingest.01, consume.01	A0-pag_agent_eater = +person_Q215627 | +organism_Q7239	A1-ppt_patient_entity_ingested = None	AM-LOC			
Comments								
								
LDC	life.die.deathcausedbyviolentevents	LDC_evt_090	Killer = per, org, gpe, sid	Victim = per	Instrument = bal, com, veh, wea, fac, mon	Place = loc, gpe, fac		
xpo	violent_death_Q74948922	kill.01	A0-pag_agent_killer = +organism_Q7239 | +person_Q215627 | +group_of_humans_Q16334295 | +health_problem_Q2057971	A1-ppt_patient_corpse = +organism_Q7239 | +person_Q215627	A2-mnr_instrument_instrument = None	AM-LOC		
Comments								
								
LDC	life.die.nonviolentdeath	LDC_evt_091	Killer = per, org, gpe, sid	Victim = per	MedicalIssue = mhi	Place = loc, gpe, fac		
xpo	natural_causes_Q3739104	die.01	AM-CAU	A1-ppt_the_deceased = +person_Q215627 | +organism_Q7239 | +plant_Q756	AM-CAU	AM-LOC		
Comments								
								
LDC	life.die.unspecified	LDC_evt_089	Killer = per, org, gpe, sid	Victim = per	MedicalIssue = mhi	Place = loc, gpe, fac		
xpo	death_Q4	die.01	AM-CAU	A1-ppt_the_deceased = +person_Q215627 | +organism_Q7239 | +plant_Q756	AM-CAU	AM-LOC		
Comments								
								
LDC	life.illness.unspecified	LDC_evt_150	Injurer = per, org, gpe, sid	Victim = per	Disease = mhi	Place = loc, gpe, fac		
xpo	disease_Q12136	ill.01	AM-CAU	A1-ppt_X_sick/ill_one = +person_Q215627 | +organism_Q7239 | +plant_Q756	A2-cau_X_cause_or_disease = None	AM-LOC		
Comments								
								
LDC	life.infect.unspecified	LDC_KAIROS_evt_048	Victim = per, aml	InfectingAgent = pth	Source = per, org, gpe, sid, loc, fac, veh, wea, com, bal, mon, mhi, aml, bod, nat, pla, pth	Place = loc, gpe, fac		
xpo	infection_Q166231	infect.01	A1-gol_thing_becoming_infected = +geographic_entity_Q27096213 | +organism_Q7239 | +person_Q215627	A2-ppt_infectant = +concrete_object_Q4406616 | +health_problem_Q2057971	A0-pag_causer_of_infection = +organism_Q7239 | +person_Q215627	AM-LOC		
Comments								
								
LDC	life.injure.unspecified	LDC_evt_092	Injurer = per, org, gpe, sid	Victim = per	MedicalIssue = mhi	Place = loc, gpe, fac		
xpo	injury_Q193078	injure.01, wound.01	A0-pag_stimulus_stimulus_of_injury = +organism_Q7239 | +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_experiencer_injured_entity = +organism_Q7239 | +person_Q215627 | +group_of_humans_Q16334295 | +anatomical_structure_Q4936952	A2-mnr_X_instrument = None	AM-LOC		
Comments								
								
LDC	medical.intervention.cure	LDC_evt_147	Treater = per, org, gpe, sid	Patient = per	MedicalIssue = mhi	Instrument = com	Place = loc, gpe, fac	
xpo	remedy_Q1595418	remedy.01, cure.01, treat.03	A0-pag_causer_doctor = +person_Q215627 | +group_of_humans_Q16334295 | +drug_Q8386	A1-dir_Source_patient = +organism_Q7239 | +person_Q215627	A2-ppt_Theme_illness_or_injury = None	A3-mnr_X_instrument_treatment = None	AM-LOC	
Comments								
								
